text,label,cleaned_text,processed_text
"An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .",0,an ambitious movie that like shiner s organizing of the big fight pulls off enough of its effects to make up for the ones that do nt come off,ambitious movie like shiner organizing big fight pulls enough effects make ones nt come
"An inexperienced director , Mehta has much to learn .",1,an inexperienced director mehta has much to learn,inexperienced director mehta much learn
"Ignoring that , he made Swimfan anyway",1,ignoring that he made swimfan anyway,ignoring made swimfan anyway
Generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down .,2,generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down,generally provides target audience youngsters enough stimulating eye ear candy make moral medicine go
"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",1,swinging the film makes it seem is not a hobby that attracts the young and fit,swinging film makes seem hobby attracts young fit
A passionately inquisitive film determined to uncover the truth and hopefully inspire action .,2,a passionately inquisitive film determined to uncover the truth and hopefully inspire action,passionately inquisitive film determined uncover truth hopefully inspire action
A mess .,2,a mess,mess
The title 's lameness should clue you in on how bad the movie is .,0,the title s lameness should clue you in on how bad the movie is,title lameness clue bad movie
Imagine the James Woods character from Videodrome making a home movie of Audrey Rose and showing it to the kid from The Sixth Sense and you 've imagined The Ring .,1,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you ve imagined the ring,imagine james woods character videodrome making home movie audrey rose showing kid sixth sense imagined ring
Grown-up quibbles are beside the point here .,1,grownup quibbles are beside the point here,grownup quibbles beside point
"He seems to want both , but succeeds in making neither .",0,he seems to want both but succeeds in making neither,seems want succeeds making neither
"The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia .",2,the sum of all fears pretends to be a serious exploration of nuclear terrorism but it s really nothing more than warmedover cold war paranoia,sum fears pretends serious exploration nuclear terrorism really nothing warmedover cold war paranoia
Wildly incompetent but brilliantly named Half Past Dead -- or for Seagal pessimists : Totally Past His Prime .,1,wildly incompetent but brilliantly named half past dead or for seagal pessimists totally past his prime,wildly incompetent brilliantly named half past dead seagal pessimists totally past prime
The film virtually chokes on its own self-consciousness .,1,the film virtually chokes on its own selfconsciousness,film virtually chokes selfconsciousness
It 's made with deftly unsettling genre flair .,1,it s made with deftly unsettling genre flair,made deftly unsettling genre flair
"More mature than Fatal Attraction , more complete than Indecent Proposal and more relevant than 9 1\/2 Weeks , Unfaithful is at once intimate and universal cinema .",1,more mature than fatal attraction more complete than indecent proposal and more relevant than weeks unfaithful is at once intimate and universal cinema,mature fatal attraction complete indecent proposal relevant weeks unfaithful intimate universal cinema
What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .,1,what bubbles up out of john c walsh s pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch,bubbles john c walsh pipe dream distinct welcome sense watching intelligent people making movie might actually want watch
The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .,2,the movie s seams may show but pellington gives mothman an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling,movie seams may show pellington gives mothman irresistibly uncanny ambience goes long way toward keeping picture compelling
"Without resorting to hyperbole , I can state that Kissing Jessica Stein may be the best same-sex romance I have seen .",1,without resorting to hyperbole i can state that kissing jessica stein may be the best samesex romance i have seen,without resorting hyperbole state kissing jessica stein may best samesex romance seen
Ranges from laugh-out-loud hilarious to wonder-what - time-it-is tedious .,1,ranges from laughoutloud hilarious to wonderwhat timeitis tedious,ranges laughoutloud hilarious wonderwhat timeitis tedious
"I kept thinking over and over again , ' I should be enjoying this . '",1,i kept thinking over and over again i should be enjoying this,kept thinking enjoying
A lovably old-school Hollywood confection .,1,a lovably oldschool hollywood confection,lovably oldschool hollywood confection
Oscar caliber cast does n't live up to material,2,oscar caliber cast does nt live up to material,oscar caliber cast nt live material
"What a concept , what an idea , what a thrill ride .",1,what a concept what an idea what a thrill ride,concept idea thrill ride
The film is flat .,1,the film is flat,film flat
"Not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",2,not for everyone but for those with whom it will connect it s a nice departure from standard moviegoing fare,everyone connect nice departure standard moviegoing fare
The most ill-conceived animated comedy since the 1991 dog Rover Dangerfield .,2,the most illconceived animated comedy since the dog rover dangerfield,illconceived animated comedy since dog rover dangerfield
It 's not the ultimate Depression-era gangster movie .,1,it s not the ultimate depressionera gangster movie,ultimate depressionera gangster movie
"It seems just a long , convoluted ploy to get men into drag -- period drag , no less .",1,it seems just a long convoluted ploy to get men into drag period drag no less,seems long convoluted ploy get men drag period drag less
Plays like one of those conversations that Comic Book Guy on `` The Simpsons '' has .,0,plays like one of those conversations that comic book guy on the simpsons has,plays like one conversations comic book guy simpsons
A worthy tribute to a great humanitarian and her vibrant ` co-stars . ',1,a worthy tribute to a great humanitarian and her vibrant costars,worthy tribute great humanitarian vibrant costars
"Puportedly `` Based on True Events , '' a convolution of language that suggests it 's impossible to claim that it is `` Based on a True Story '' with a straight face .",1,puportedly based on true events a convolution of language that suggests it s impossible to claim that it is based on a true story with a straight face,puportedly based true events convolution language suggests impossible claim based true story straight face
"Cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate Vincent 's days",0,cantet perfectly captures the hotel lobbies twolane highways and roadside cafes that permeate vincent s days,cantet perfectly captures hotel lobbies twolane highways roadside cafes permeate vincent days
"I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .",1,i m sure mainstream audiences will be baffled but for those with at least a minimal appreciation of woolf and clarissa dalloway the hours represents two of those well spent,sure mainstream audiences baffled least minimal appreciation woolf clarissa dalloway hours represents two well spent
No question .,1,no question,question
"If the material is slight and admittedly manipulative , Jacquot preserves Tosca 's intoxicating ardor through his use of the camera .",0,if the material is slight and admittedly manipulative jacquot preserves tosca s intoxicating ardor through his use of the camera,material slight admittedly manipulative jacquot preserves tosca intoxicating ardor use camera
"Fresh and raw like a blown-out vein , Narc takes a walking-dead , cop-flick subgenre and beats new life into it .",2,fresh and raw like a blownout vein narc takes a walkingdead copflick subgenre and beats new life into it,fresh raw like blownout vein narc takes walkingdead copflick subgenre beats new life
"Barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",0,barry convinces us he s a dangerous secretly unhinged guy who could easily have killed a president because it made him feel powerful,barry convinces us dangerous secretly unhinged guy could easily killed president made feel powerful
"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous , starring Piper Perabo in what could be her breakthrough role .",1,a cute and sometimes sidesplittingly funny blend of legally blonde and drop dead gorgeous starring piper perabo in what could be her breakthrough role,cute sometimes sidesplittingly funny blend legally blonde drop dead gorgeous starring piper perabo could breakthrough role
"Never Again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",1,never again while nothing special is pleasant diverting and modest definitely a step in the right direction,never nothing special pleasant diverting modest definitely step right direction
"Like its parade of predecessors , this Halloween is a gory slash-fest .",1,like its parade of predecessors this halloween is a gory slashfest,like parade predecessors halloween gory slashfest
Its engaging simplicity is driven by appealing leads .,2,its engaging simplicity is driven by appealing leads,engaging simplicity driven appealing leads
"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",1,good performances and a realistic nonexploitive approach make paid in full worth seeing,good performances realistic nonexploitive approach make paid full worth seeing
"As written by Michael Berg and Michael J. Wilson from a story by Wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",1,as written by michael berg and michael j wilson from a story by wilson this relentless allwiseguysallthetime approach tries way too hard and gets tiring in no time at all,written michael berg michael j wilson story wilson relentless allwiseguysallthetime approach tries way hard gets tiring time
"The performances are immaculate , with Roussillon providing comic relief .",1,the performances are immaculate with roussillon providing comic relief,performances immaculate roussillon providing comic relief
Yes .,0,yes,yes
"Suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by Hollywood .",1,suffocated by its fussy script and uptight characters this musty adaptation is all the more annoying since it s been packaged and sold back to us by hollywood,suffocated fussy script uptight characters musty adaptation annoying since packaged sold back us hollywood
The beauty of Alexander Payne 's ode to the Everyman is in the details .,1,the beauty of alexander payne s ode to the everyman is in the details,beauty alexander payne ode everyman details
A cheerful enough but imminently forgettable rip-off of -LRB- Besson 's -RRB- earlier work .,2,a cheerful enough but imminently forgettable ripoff of lrb besson s rrb earlier work,cheerful enough imminently forgettable ripoff lrb besson rrb earlier work
Pretend like your SAT scores are below 120 and you might not notice the flaws .,1,pretend like your sat scores are below and you might not notice the flaws,pretend like sat scores might notice flaws
"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",0,angel presents events partly from the perspective of aurelie and christelle and infuses the film with the sensibility of a particularly nightmarish fairytale,angel presents events partly perspective aurelie christelle infuses film sensibility particularly nightmarish fairytale
It is n't quite one of the worst movies of the year .,0,it is nt quite one of the worst movies of the year,nt quite one worst movies year
"It 's as sorry a mess as its director 's diabolical debut , Mad Cows .",2,it s as sorry a mess as its director s diabolical debut mad cows,sorry mess director diabolical debut mad cows
Brilliant ! ',1,brilliant,brilliant
But it offers plenty to ponder and chew on as its unusual relationship slowly unfolds .,0,but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds,offers plenty ponder chew unusual relationship slowly unfolds
The Ring never lets you off the hook .,1,the ring never lets you off the hook,ring never lets hook
Its one-sidedness ... flirts with propaganda .,1,its onesidedness flirts with propaganda,onesidedness flirts propaganda
"While this one gets off with a good natured warning , future Lizard endeavors will need to adhere more closely to the laws of laughter",1,while this one gets off with a good natured warning future lizard endeavors will need to adhere more closely to the laws of laughter,one gets good natured warning future lizard endeavors need adhere closely laws laughter
"The story may not be new , but Australian director John Polson , making his American feature debut , jazzes it up adroitly .",1,the story may not be new but australian director john polson making his american feature debut jazzes it up adroitly,story may new australian director john polson making american feature debut jazzes adroitly
"If The Count of Monte Cristo does n't transform Caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",1,if the count of monte cristo does nt transform caviezel into a movie star then the game is even more rigged than it was two centuries ago,count monte cristo nt transform caviezel movie star game even rigged two centuries ago
"There 's a delightfully quirky movie to be made from curling , but Brooms is n't it .",1,there s a delightfully quirky movie to be made from curling but brooms is nt it,delightfully quirky movie made curling brooms nt
The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,0,the exclamation point seems to be the only bit of glee you ll find in this dreary mess,exclamation point seems bit glee find dreary mess
"It 's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",2,it s a minor comedy that tries to balance sweetness with coarseness while it paints a sad picture of the singles scene,minor comedy tries balance sweetness coarseness paints sad picture singles scene
"... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .",1,if you like me think an action film disguised as a war tribute is disgusting to begin with then you re in for a painful ride,like think action film disguised war tribute disgusting begin painful ride
It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .,2,it manages to squeeze by on angelina jolie s surprising flair for selfdeprecating comedy,manages squeeze angelina jolie surprising flair selfdeprecating comedy
"Funny , though .",0,funny though,funny though
Corpus Collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .,1,corpus collosum while undeniably interesting wore out its welcome well before the end credits rolled about minutes in,corpus collosum undeniably interesting wore welcome well end credits rolled minutes
... this movie has a glossy coat of action movie excess while remaining heartless at its core .,0,this movie has a glossy coat of action movie excess while remaining heartless at its core,movie glossy coat action movie excess remaining heartless core
"This kind of hands-on storytelling is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",1,this kind of handson storytelling is ultimately what makes shanghai ghetto move beyond a good dry reliable textbook and what allows it to rank with its worthy predecessors,kind handson storytelling ultimately makes shanghai ghetto move beyond good dry reliable textbook allows rank worthy predecessors
"Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .",1,despite an impressive roster of stars and direction from kathryn bigelow the weight of water is oppressively heavy,despite impressive roster stars direction kathryn bigelow weight water oppressively heavy
"The biggest problem I have -LRB- other than the very sluggish pace -RRB- is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .",1,the biggest problem i have lrb other than the very sluggish pace rrb is we never really see her esther blossom as an actress even though her talent is supposed to be growing,biggest problem lrb sluggish pace rrb never really see esther blossom actress even though talent supposed growing
See it for his performance if nothing else .,2,see it for his performance if nothing else,see performance nothing else
Knows how to make our imagination wonder .,2,knows how to make our imagination wonder,knows make imagination wonder
`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,2,solaris is a shapeless inconsequential move relying on the viewer to do most of the work,solaris shapeless inconsequential move relying viewer work
"-LRB- Javier Bardem is -RRB- one of the few reasons to watch the film , which director Gerardo Vera has drenched in swoony music and fever-pitched melodrama .",1,lrb javier bardem is rrb one of the few reasons to watch the film which director gerardo vera has drenched in swoony music and feverpitched melodrama,lrb javier bardem rrb one reasons watch film director gerardo vera drenched swoony music feverpitched melodrama
"Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",0,before it takes a sudden turn and devolves into a bizarre sort of romantic comedy steven shainberg s adaptation of mary gaitskill s harrowing short story is a brilliantly played deeply unsettling experience,takes sudden turn devolves bizarre sort romantic comedy steven shainberg adaptation mary gaitskill harrowing short story brilliantly played deeply unsettling experience
"Oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",1,oedekerk mugs mercilessly and the genuinely funny jokes are few and far between,oedekerk mugs mercilessly genuinely funny jokes far
"Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",0,even if you do nt understand what on earth is going on this is a movie that will stimulate hours of post viewing discussion if only to be reminded of who did what to whom and why,even nt understand earth going movie stimulate hours post viewing discussion reminded
An uneven film dealing with too many problems to be taken seriously .,0,an uneven film dealing with too many problems to be taken seriously,uneven film dealing many problems taken seriously
Falls neatly into the category of Good Stupid Fun .,1,falls neatly into the category of good stupid fun,falls neatly category good stupid fun
It 's Young Guns meets Goodfellas in this easily skippable hayseeds-vs .,1,it s young guns meets goodfellas in this easily skippable hayseedsvs,young guns meets goodfellas easily skippable hayseedsvs
"Congrats Disney on a job well done , I enjoyed it just as much !",1,congrats disney on a job well done i enjoyed it just as much,congrats disney job well done enjoyed much
This slender plot feels especially thin stretched over the nearly 80-minute running time .,2,this slender plot feels especially thin stretched over the nearly minute running time,slender plot feels especially thin stretched nearly minute running time
"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",2,it s plotless shapeless and yet it must be admitted not entirely humorless,plotless shapeless yet must admitted entirely humorless
Offers an interesting look at the rapidly changing face of Beijing .,0,offers an interesting look at the rapidly changing face of beijing,offers interesting look rapidly changing face beijing
"Despite its faults , Gangs excels in spectacle and pacing .",1,despite its faults gangs excels in spectacle and pacing,despite faults gangs excels spectacle pacing
More likely to have you scratching your head than hiding under your seat .,1,more likely to have you scratching your head than hiding under your seat,likely scratching head hiding seat
Really quite funny .,1,really quite funny,really quite funny
It 's all pretty tame .,1,it s all pretty tame,pretty tame
Why make a documentary about these marginal historical figures ?,1,why make a documentary about these marginal historical figures,make documentary marginal historical figures
All three women deliver remarkable performances .,1,all three women deliver remarkable performances,three women deliver remarkable performances
"Russell lacks the visual panache , the comic touch , and perhaps the budget of Sommers 's title-bout features .",0,russell lacks the visual panache the comic touch and perhaps the budget of sommers s titlebout features,russell lacks visual panache comic touch perhaps budget sommers titlebout features
Paul Cox needed to show it .,2,paul cox needed to show it,paul cox needed show
This picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,1,this picture is mostly a lump of runofthemill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office or trying to win over a probation officer,picture mostly lump runofthemill profanity sprinkled remarks geared toward engendering audience sympathy might think running office trying win probation officer
A must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .,1,a mustsee for fans of thoughtful war films and those interested in the sights and sounds of battle,mustsee fans thoughtful war films interested sights sounds battle
Rarely has so much money delivered so little entertainment .,0,rarely has so much money delivered so little entertainment,rarely much money delivered little entertainment
The gentle comic treatment of adolescent sturm und drang should please fans of Chris Fuhrman 's posthumously published cult novel .,0,the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman s posthumously published cult novel,gentle comic treatment adolescent sturm und drang please fans chris fuhrman posthumously published cult novel
"It 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .",1,it s badly acted blandly directed and could have been scripted by someone who just graduated from elementary school,badly acted blandly directed could scripted someone graduated elementary school
"Average , at best , I 'm afraid .",1,average at best i m afraid,average best afraid
"Enormously enjoyable , high-adrenaline documentary .",0,enormously enjoyable highadrenaline documentary,enormously enjoyable highadrenaline documentary
"Combining quick-cut editing and a blaring heavy metal much of the time , Beck seems to be under the illusion that he 's shooting the latest System of a Down video .",0,combining quickcut editing and a blaring heavy metal much of the time beck seems to be under the illusion that he s shooting the latest system of a down video,combining quickcut editing blaring heavy metal much time beck seems illusion shooting latest system video
"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .",2,the most brilliant and brutal uk crime film since jack carter went back to newcastle the first half of gangster no drips with style and at times blood,brilliant brutal uk crime film since jack carter went back newcastle first half gangster drips style times blood
"When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .",2,when it s not wallowing in hormonal melodrama real women have curves is a sweet honest and enjoyable comedydrama about a young woman who wants many things in life but fears she ll become her mother before she gets to fulfill her dreams,wallowing hormonal melodrama real women curves sweet honest enjoyable comedydrama young woman wants many things life fears become mother gets fulfill dreams
"Well-acted , well-directed and , for all its moodiness , not too pretentious .",1,wellacted welldirected and for all its moodiness not too pretentious,wellacted welldirected moodiness pretentious
"I highly recommend Irwin , but not in the way this film showcases him .",0,i highly recommend irwin but not in the way this film showcases him,highly recommend irwin way film showcases
... a powerful sequel and one of the best films of the year .,2,a powerful sequel and one of the best films of the year,powerful sequel one best films year
But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...,2,but tongueincheek preposterousness has always been part of for the most part wilde s droll whimsy helps being earnest overcome its weaknesses and parker s creative interference,tongueincheek preposterousness always part part wilde droll whimsy helps earnest overcome weaknesses parker creative interference
A quietly reflective and melancholy New Zealand film about an eventful summer in a 13-year-old girl 's life .,1,a quietly reflective and melancholy new zealand film about an eventful summer in a yearold girl s life,quietly reflective melancholy new zealand film eventful summer yearold girl life
Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .,1,comedy troupe broken lizard s first movie is very funny but too concerned with giving us a plot,comedy troupe broken lizard first movie funny concerned giving us plot
We just do n't really care too much about this love story .,1,we just do nt really care too much about this love story,nt really care much love story
Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...,2,schneidermeister makin a fool of himself losin his fan base,schneidermeister makin fool losin fan base
"Tim Allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,tim allen is great in his role but never hogs the scenes from his fellow cast as there are plenty of laughs and good lines for everyone in this comedy,tim allen great role never hogs scenes fellow cast plenty laughs good lines everyone comedy
"Confessions may not be a straightforward bio , nor does it offer much in the way of Barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .",0,confessions may not be a straightforward bio nor does it offer much in the way of barris motivations but the film is an oddly fascinating depiction of an architect of pop culture,confessions may straightforward bio offer much way barris motivations film oddly fascinating depiction architect pop culture
"McGrath has deftly trimmed Dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .",1,mcgrath has deftly trimmed dickens wonderfully sprawling soap opera the better to focus on the hero s odyssey from cowering poverty to courage and happiness,mcgrath deftly trimmed dickens wonderfully sprawling soap opera better focus hero odyssey cowering poverty courage happiness
It appears that something has been lost in the translation to the screen .,1,it appears that something has been lost in the translation to the screen,appears something lost translation screen
"A zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks .",1,a zippy minutes of mediocre special effects hoary dialogue fluxing accents and worst of all sillylooking morlocks,zippy minutes mediocre special effects hoary dialogue fluxing accents worst sillylooking morlocks
"This is a picture that Maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .",0,this is a picture that maik the firebrand turned savvy ad man would be envious of it hijacks the heat of revolution and turns it into a sales tool,picture maik firebrand turned savvy ad man would envious hijacks heat revolution turns sales tool
Could The Country Bears really be as bad as its trailers ?,1,could the country bears really be as bad as its trailers,could country bears really bad trailers
"It 's endearing to hear Madame D. refer to her husband as ` Jackie ' -- and he does make for excellent company , not least as a self-conscious performer .",0,it s endearing to hear madame d refer to her husband as jackie and he does make for excellent company not least as a selfconscious performer,endearing hear madame refer husband jackie make excellent company least selfconscious performer
A movie that ca n't get sufficient distance from Leroy 's delusions to escape their maudlin influence .,1,a movie that ca nt get sufficient distance from leroy s delusions to escape their maudlin influence,movie ca nt get sufficient distance leroy delusions escape maudlin influence
"The film benefits greatly from a less manic tone than its predecessor , as Cho appears to have settled comfortably into her skin .",1,the film benefits greatly from a less manic tone than its predecessor as cho appears to have settled comfortably into her skin,film benefits greatly less manic tone predecessor cho appears settled comfortably skin
The IMAX screen enhances the personal touch of manual animation .,1,the imax screen enhances the personal touch of manual animation,imax screen enhances personal touch manual animation
"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .",1,goldmember has none of the visual wit of the previous pictures and it looks as though jay roach directed the film from the back of a taxicab,goldmember none visual wit previous pictures looks though jay roach directed film back taxicab
"While -LRB- Hill -RRB- has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film .",1,while lrb hill rrb has learned new tricks the tricks alone are not enough to salvage this lifeless boxing film,lrb hill rrb learned new tricks tricks alone enough salvage lifeless boxing film
"Your nightmares , on the other hand , will be anything but .",1,your nightmares on the other hand will be anything but,nightmares hand anything
... a fairly disposable yet still entertaining B picture .,1,a fairly disposable yet still entertaining b picture,fairly disposable yet still entertaining b picture
"I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint .",0,i admire the closing scenes of the film which seem to ask whether our civilization offers a cure for vincent s complaint,admire closing scenes film seem ask whether civilization offers cure vincent complaint
Beautifully produced .,0,beautifully produced,beautifully produced
An average B-movie with no aspirations to be anything more .,1,an average bmovie with no aspirations to be anything more,average bmovie aspirations anything
Steadfastly uncinematic but powerfully dramatic .,1,steadfastly uncinematic but powerfully dramatic,steadfastly uncinematic powerfully dramatic
"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",1,fairytale formula serves as a paper skeleton for some very good acting dialogue comedy direction and especially charm,fairytale formula serves paper skeleton good acting dialogue comedy direction especially charm
But here 's a glimpse at his life .,1,but here s a glimpse at his life,glimpse life
"Complex , affecting and uniquely AlmodÃ³var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",2,complex affecting and uniquely almodvar the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong,complex affecting uniquely almodvar film evokes strong emotions pushes viewers question deepest notions moral right wrong
Serving Sara should be served an eviction notice at every theater stuck with it .,2,serving sara should be served an eviction notice at every theater stuck with it,serving sara served eviction notice every theater stuck
"A trashy , exploitative , thoroughly unpleasant experience .",0,a trashy exploitative thoroughly unpleasant experience,trashy exploitative thoroughly unpleasant experience
There 's suspension of disbelief and then there 's bad screenwriting ... this film packs a wallop of the latter .,0,there s suspension of disbelief and then there s bad screenwriting this film packs a wallop of the latter,suspension disbelief bad screenwriting film packs wallop latter
"For all its violence , the movie is remarkably dull with only Caine making much of an impression .",2,for all its violence the movie is remarkably dull with only caine making much of an impression,violence movie remarkably dull caine making much impression
This is more a case of ` Sacre bleu ! ',0,this is more a case of sacre bleu,case sacre bleu
"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '",0,this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself ah yes here we have a bad bad bad movie,kind movie need watch thirty seconds say ah yes bad bad bad movie
"`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .",1,white oleander the movie is akin to a reader s digest condensed version of the source material,white oleander movie akin reader digest condensed version source material
"Frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",0,frei assembles a fascinating profile of a deeply humanistic artist who in spite of all that he s witnessed remains surprisingly idealistic and retains an extraordinary faith in the ability of images to communicate the truth of the world around him,frei assembles fascinating profile deeply humanistic artist spite witnessed remains surprisingly idealistic retains extraordinary faith ability images communicate truth world around
Told just proficiently enough to trounce its overly comfortable trappings .,0,told just proficiently enough to trounce its overly comfortable trappings,told proficiently enough trounce overly comfortable trappings
"Professionally speaking , it 's tempting to jump ship in January to avoid ridiculous schlock like this shoddy suspense thriller .",0,professionally speaking it s tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller,professionally speaking tempting jump ship january avoid ridiculous schlock like shoddy suspense thriller
Allen shows he can outgag any of those young whippersnappers making moving pictures today .,2,allen shows he can outgag any of those young whippersnappers making moving pictures today,allen shows outgag young whippersnappers making moving pictures today
"Sensual , funny and , in the end , very touching .",2,sensual funny and in the end very touching,sensual funny end touching
"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",2,that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions defined by childlike dimness and a handful of quirks,neither protagonist distinguishable condition hardly matters actory concoctions defined childlike dimness handful quirks
A no-holds-barred cinematic treat .,2,a noholdsbarred cinematic treat,noholdsbarred cinematic treat
Delivers roughly equal amounts of beautiful movement and inside information .,1,delivers roughly equal amounts of beautiful movement and inside information,delivers roughly equal amounts beautiful movement inside information
"The year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",2,the year s happiest surprise a movie that deals with a real subject in an always surprising way,year happiest surprise movie deals real subject always surprising way
"Co-writer\/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .",0,cowriterdirector jonathan parker s attempts to fashion a brazillike hyperreal satire fall dreadfully short,cowriterdirector jonathan parker attempts fashion brazillike hyperreal satire fall dreadfully short
Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .,0,even murphy s expert comic timing and famed charisma ca nt rescue this effort,even murphy expert comic timing famed charisma ca nt rescue effort
When the heroes were actually under 40 ?,2,when the heroes were actually under,heroes actually
"Very well made , but does n't generate a lot of tension .",0,very well made but does nt generate a lot of tension,well made nt generate lot tension
"A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices .",0,a gently funny sweetly adventurous film that makes you feel genuinely good that is to say entirely unconned by false sentiment or sharp overmanipulative hollywood practices,gently funny sweetly adventurous film makes feel genuinely good say entirely unconned false sentiment sharp overmanipulative hollywood practices
"You 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .",2,you ll gasp appalled and laugh outraged and possibly watching the spectacle of a promising young lad treading desperately in a nasty sea shed an errant tear,gasp appalled laugh outraged possibly watching spectacle promising young lad treading desperately nasty sea shed errant tear
