text,label,cleaned_text,processed_text,source
The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .,0.0,the plot twists give i am trying to break your heart an attraction it desperately needed,plot twists give trying break heart attraction desperately needed,sst
"Witty , contemplative , and sublimely beautiful .",1.0,witty contemplative and sublimely beautiful,witty contemplative sublimely beautiful,sst
"Scorsese at his best makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent ; Perdition , meanwhile , reads more like Driving Miss Daisy than GoodFellas .",2.0,scorsese at his best makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent perdition meanwhile reads more like driving miss daisy than goodfellas,scorsese best makes gangster films equally lovely also relentlessly brutal brutally intelligent perdition meanwhile reads like driving miss daisy goodfellas,sst
It 's always enthralling .,2.0,it s always enthralling,always enthralling,sst
Bad movie .,1.0,bad movie,bad movie,sst
A sub-formulaic slap in the face to seasonal cheer .,2.0,a subformulaic slap in the face to seasonal cheer,subformulaic slap face seasonal cheer,sst
"With a story as bizarre and mysterious as this , you do n't want to be worrying about whether the ineffectual Broomfield is going to have the courage to knock on that door .",2.0,with a story as bizarre and mysterious as this you do nt want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door,story bizarre mysterious nt want worrying whether ineffectual broomfield going courage knock door,sst
Excellent acting and direction .,2.0,excellent acting and direction,excellent acting direction,sst
"It 's a stale , overused cocktail using the same olives since 1962 as garnish .",2.0,it s a stale overused cocktail using the same olives since as garnish,stale overused cocktail using olives since garnish,sst
"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '",1.0,when the casting call for this movie went out it must have read seeking anyone with acting ambition but no sense of pride or shame,casting call movie went must read seeking anyone acting ambition sense pride shame,sst
Dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,1.0,dawdles and drags when it should pop it does nt even have the virtue of enough mindless violence to break up the tedium of all its generational bonding,dawdles drags pop nt even virtue enough mindless violence break tedium generational bonding,sst
A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,1.0,a realistically terrifying movie that puts another notch in the belt of the long list of renegadecop tales,realistically terrifying movie puts another notch belt long list renegadecop tales,sst
It 's fun lite .,1.0,it s fun lite,fun lite,sst
"It 's not helpful to listen to extremist name-calling , regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter .",0.0,it s not helpful to listen to extremist namecalling regardless of whether you think kissinger was a calculating fiend or just a slippery selfpromoter,helpful listen extremist namecalling regardless whether think kissinger calculating fiend slippery selfpromoter,sst
Brings awareness to an issue often overlooked -- women 's depression .,2.0,brings awareness to an issue often overlooked women s depression,brings awareness issue often overlooked women depression,sst
"Leigh 's daring here is that without once denying the hardscrabble lives of people on the economic fringes of Margaret Thatcher 's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .",2.0,leigh s daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher s ruinous legacy he insists on the importance of those moments when people can connect and express their love for each other,leigh daring without denying hardscrabble lives people economic fringes margaret thatcher ruinous legacy insists importance moments people connect express love,sst
I could have used my two hours better watching Being John Malkovich again .,0.0,i could have used my two hours better watching being john malkovich again,could used two hours better watching john malkovich,sst
Heaven is a haunting dramatization of a couple 's moral ascension .,1.0,heaven is a haunting dramatization of a couple s moral ascension,heaven haunting dramatization couple moral ascension,sst
"... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .",0.0,while certainly clever in spots this toolong spoofy update of shakespeare s macbeth does nt sustain a high enough level of invention,certainly clever spots toolong spoofy update shakespeare macbeth nt sustain high enough level invention,sst
"The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",0.0,the film is so busy making reference to other films and trying to be other films that it fails to have a heart mind or humor of its own,film busy making reference films trying films fails heart mind humor,sst
The movie 's thesis -- elegant technology for the masses -- is surprisingly refreshing .,2.0,the movie s thesis elegant technology for the masses is surprisingly refreshing,movie thesis elegant technology masses surprisingly refreshing,sst
"Solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .",1.0,solondz is without doubt an artist of uncompromising vision but that vision is beginning to feel if not morally bankrupt at least terribly monotonous,solondz without doubt artist uncompromising vision vision beginning feel morally bankrupt least terribly monotonous,sst
"The plot is very clever , but Boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .",0.0,the plot is very clever but boyd weighs it down with too many characters and events all intertwined and far too complicated to keep track of,plot clever boyd weighs many characters events intertwined far complicated keep track,sst
"The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",1.0,the pleasures of super troopers may be fleeting but they ll register strongly with anybody who still retains a soft spot for precollegiate humor,pleasures super troopers may fleeting register strongly anybody still retains soft spot precollegiate humor,sst
"So many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but Family Fundamentals displays a rare gift for unflinching impartiality .",2.0,so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists but family fundamentals displays a rare gift for unflinching impartiality,many documentaries like presuppose religious bigotry zealous nuttiness antagonists family fundamentals displays rare gift unflinching impartiality,sst
Gives an intriguing twist to the French coming-of-age genre .,0.0,gives an intriguing twist to the french comingofage genre,gives intriguing twist french comingofage genre,sst
"Just another disjointed , fairly predictable psychological thriller .",1.0,just another disjointed fairly predictable psychological thriller,another disjointed fairly predictable psychological thriller,sst
"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?",1.0,a highly spirited imaginative kid s movie that broaches neoaugustinian theology is god stuck in heaven because he s afraid of his bestknown creation,highly spirited imaginative kid movie broaches neoaugustinian theology god stuck heaven afraid bestknown creation,sst
"Like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .",1.0,like being trapped inside a huge video game where exciting inane images keep popping past your head and the same illogical things keep happening over and over again,like trapped inside huge video game exciting inane images keep popping past head illogical things keep happening,sst
"What begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film 's end , a feminist action fantasy .",2.0,what begins as a seemingly brainless bubbly romantic comedy becomes a clichedrenched melodrama by midfilm and by film s end a feminist action fantasy,begins seemingly brainless bubbly romantic comedy becomes clichedrenched melodrama midfilm film end feminist action fantasy,sst
"It 's up to you to decide whether to admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of American life .",1.0,it s up to you to decide whether to admire these people s dedication to their cause or be repelled by their dogmatism manipulativeness and narrow fearful view of american life,decide whether admire people dedication cause repelled dogmatism manipulativeness narrow fearful view american life,sst
"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .",1.0,the wonderfully lush morvern callar is pure punk existentialism and ms ramsay and her cowriter liana dognini have dramatized the alan warner novel which itself felt like an answer to irvine welsh s book trainspotting,wonderfully lush morvern callar pure punk existentialism ms ramsay cowriter liana dognini dramatized alan warner novel felt like answer irvine welsh book trainspotting,sst
Like the Chelsea 's denizens ... Burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .,1.0,like the chelsea s denizens burdette s collageform scenario tends to overromanticize the spiritual desolation of the struggling artiste,like chelsea denizens burdette collageform scenario tends overromanticize spiritual desolation struggling artiste,sst
"Little more than a stylish exercise in revisionism whose point ... is no doubt true , but serves as a rather thin moral to such a knowing fable .",0.0,little more than a stylish exercise in revisionism whose point is no doubt true but serves as a rather thin moral to such a knowing fable,little stylish exercise revisionism whose point doubt true serves rather thin moral knowing fable,sst
Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .,2.0,raimi and his team could nt have done any better in bringing the story of spiderman to the big screen,raimi team could nt done better bringing story spiderman big screen,sst
is a mess .,1.0,is a mess,mess,sst
They are what makes it worth the trip to the theatre .,2.0,they are what makes it worth the trip to the theatre,makes worth trip theatre,sst
The invincible Werner Herzog is alive and well and living in LA,1.0,the invincible werner herzog is alive and well and living in la,invincible werner herzog alive well living la,sst
"Terrific performances , great to look at , and funny .",2.0,terrific performances great to look at and funny,terrific performances great look funny,sst
"Makes for some truly odd , at times confusing , kids entertainment ... but at least this time there 's some centered storytelling to go along with all the weird stuff .",1.0,makes for some truly odd at times confusing kids entertainment but at least this time there s some centered storytelling to go along with all the weird stuff,makes truly odd times confusing kids entertainment least time centered storytelling go along weird stuff,sst
Does n't really add up to much .,1.0,does nt really add up to much,nt really add much,sst
Just another fish-out-of-water story that barely stays afloat .,1.0,just another fishoutofwater story that barely stays afloat,another fishoutofwater story barely stays afloat,sst
As unseemly as its title suggests .,0.0,as unseemly as its title suggests,unseemly title suggests,sst
"Lisa Rinzler 's cinematography may be lovely , but Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .",0.0,lisa rinzler s cinematography may be lovely but love liza s tale itself virtually collapses into an inhalant blackout maintaining consciousness just long enough to achieve callow pretension,lisa rinzler cinematography may lovely love liza tale virtually collapses inhalant blackout maintaining consciousness long enough achieve callow pretension,sst
The cartoon that is n't really good enough to be on afternoon TV is now a movie that is n't really good enough to be in theaters .,1.0,the cartoon that is nt really good enough to be on afternoon tv is now a movie that is nt really good enough to be in theaters,cartoon nt really good enough afternoon tv movie nt really good enough theaters,sst
Paul Bettany playing Malcolm McDowell ?,0.0,paul bettany playing malcolm mcdowell,paul bettany playing malcolm mcdowell,sst
"Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",1.0,beneath the uncanny inevitable and seemingly shrewd facade of moviebiz farce lies a plot cobbled together from largely flat and uncreative moments,beneath uncanny inevitable seemingly shrewd facade moviebiz farce lies plot cobbled together largely flat uncreative moments,sst
"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",0.0,both heartbreaking and heartwarming just a simple fable done in an artless sytle but it s tremendously moving,heartbreaking heartwarming simple fable done artless sytle tremendously moving,sst
It 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .,1.0,it s a shame that the storyline and its underlying themes finally seem so impersonal or even shallow,shame storyline underlying themes finally seem impersonal even shallow,sst
"A celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences .",0.0,a celebration of quirkiness eccentricity and certain individuals tendency to let it all hang out and damn the consequences,celebration quirkiness eccentricity certain individuals tendency let hang damn consequences,sst
"As social expos̩ , Skins has its heart in the right place , but that 's not much to hang a soap opera on .",2.0,as social expos skins has its heart in the right place but that s not much to hang a soap opera on,social expos skins heart right place much hang soap opera,sst
This pathetic junk is barely an hour long .,1.0,this pathetic junk is barely an hour long,pathetic junk barely hour long,sst
A TV episode inflated past its natural length .,0.0,a tv episode inflated past its natural length,tv episode inflated past natural length,sst
The laughs are as rare as snake foo yung .,0.0,the laughs are as rare as snake foo yung,laughs rare snake foo yung,sst
Michael Gerbosi 's script is economically packed with telling scenes .,2.0,michael gerbosi s script is economically packed with telling scenes,michael gerbosi script economically packed telling scenes,sst
The heat of the moment prevails .,1.0,the heat of the moment prevails,heat moment prevails,sst
"UB equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .",0.0,ub equally spoofs and celebrates the more outre aspects of black culture and the dorkier aspects of white culture even as it points out how inseparable the two are,ub equally spoofs celebrates outre aspects black culture dorkier aspects white culture even points inseparable two,sst
"A long , dull procession of despair , set to cello music culled from a minimalist funeral .",0.0,a long dull procession of despair set to cello music culled from a minimalist funeral,long dull procession despair set cello music culled minimalist funeral,sst
"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",0.0,unfortunately neither sendak nor the directors are particularly engaging or articulate,unfortunately neither sendak directors particularly engaging articulate,sst
"In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .",1.0,in its dry and forceful way it delivers the same message as jiri menzel s closely watched trains and danis tanovic s no man s land,dry forceful way delivers message jiri menzel closely watched trains danis tanovic man land,sst
"Whereas last year 's exemplary Sexy Beast seemed to revitalize the British gangster movie , this equally brutal outing merely sustains it .",2.0,whereas last year s exemplary sexy beast seemed to revitalize the british gangster movie this equally brutal outing merely sustains it,whereas last year exemplary sexy beast seemed revitalize british gangster movie equally brutal outing merely sustains,sst
"The journey to the secret 's eventual discovery is a separate adventure , and thrill enough .",1.0,the journey to the secret s eventual discovery is a separate adventure and thrill enough,journey secret eventual discovery separate adventure thrill enough,sst
"This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .",2.0,this time the hype is quieter and while the movie is slightly less successful than the first it s still a rollicking good time for the most part,time hype quieter movie slightly less successful first still rollicking good time part,sst
Overall tomfoolery like this is a matter of taste .,2.0,overall tomfoolery like this is a matter of taste,overall tomfoolery like matter taste,sst
"A dark , quirky road movie that constantly defies expectation .",1.0,a dark quirky road movie that constantly defies expectation,dark quirky road movie constantly defies expectation,sst
"Of course , by more objective measurements it 's still quite bad .",1.0,of course by more objective measurements it s still quite bad,course objective measurements still quite bad,sst
"Though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .",2.0,though the aboriginal aspect lends the ending an extraordinary poignancy and the story itself could be played out in any working class community in the nation,though aboriginal aspect lends ending extraordinary poignancy story could played working class community nation,sst
"White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .",1.0,white oleander may leave you rolling your eyes in the dark but that does nt mean you wo nt like looking at it,white oleander may leave rolling eyes dark nt mean wo nt like looking,sst
"Parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the story 's core .",0.0,parker should be commended for taking a fresh approach to familiar material but his determination to remain true to the original text leads him to adopt a somewhat mannered tone that ultimately dulls the human tragedy at the story s core,parker commended taking fresh approach familiar material determination remain true original text leads adopt somewhat mannered tone ultimately dulls human tragedy story core,sst
"The movie turns out to be -LRB- Assayas ' -RRB- homage to the Gallic ` tradition of quality , ' in all its fusty squareness .",0.0,the movie turns out to be lrb assayas rrb homage to the gallic tradition of quality in all its fusty squareness,movie turns lrb assayas rrb homage gallic tradition quality fusty squareness,sst
"At its best , The Good Girl is a refreshingly adult take on adultery ...",2.0,at its best the good girl is a refreshingly adult take on adultery,best good girl refreshingly adult take adultery,sst
"Hilarious , acidic Brit comedy .",1.0,hilarious acidic brit comedy,hilarious acidic brit comedy,sst
"Escaping the studio , Piccoli is warmly affecting and so is this adroitly minimalist movie .",2.0,escaping the studio piccoli is warmly affecting and so is this adroitly minimalist movie,escaping studio piccoli warmly affecting adroitly minimalist movie,sst
"Suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .",1.0,suspend your disbelief here and now or you ll be shaking your head all the way to the credits,suspend disbelief shaking head way credits,sst
"A stupid , derivative horror film that substitutes extreme gore for suspense .",2.0,a stupid derivative horror film that substitutes extreme gore for suspense,stupid derivative horror film substitutes extreme gore suspense,sst
"If you do n't ... well , skip to another review .",0.0,if you do nt well skip to another review,nt well skip another review,sst
The 50-something lovebirds are too immature and unappealing to care about .,1.0,the something lovebirds are too immature and unappealing to care about,something lovebirds immature unappealing care,sst
One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,1.0,one ca nt shake the feeling that crossroads is nothing more than an hourandahalflong commercial for britney s latest album,one ca nt shake feeling crossroads nothing hourandahalflong commercial britney latest album,sst
You begin to long for the end credits as the desert does for rain .,1.0,you begin to long for the end credits as the desert does for rain,begin long end credits desert rain,sst
Remember the kind of movie we were hoping `` Ecks vs. Sever '' or `` xXx '' was going to be ?,0.0,remember the kind of movie we were hoping ecks vs sever or xxx was going to be,remember kind movie hoping ecks vs sever xxx going,sst
Hollywood Ending is the most disappointing Woody Allen movie ever .,1.0,hollywood ending is the most disappointing woody allen movie ever,hollywood ending disappointing woody allen movie ever,sst
"As shaky as the plot is , Kaufman 's script is still memorable for some great one-liners .",0.0,as shaky as the plot is kaufman s script is still memorable for some great oneliners,shaky plot kaufman script still memorable great oneliners,sst
The pleasure of Read My Lips is like seeing a series of perfect black pearls clicking together to form a string .,0.0,the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string,pleasure read lips like seeing series perfect black pearls clicking together form string,sst
"While not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging .",2.0,while not quite a comedy the film tackles its relatively serious subject with an open mind and considerable good cheer and is never less than engaging,quite comedy film tackles relatively serious subject open mind considerable good cheer never less engaging,sst
"Rather , pity anyone who sees this mishmash .",1.0,rather pity anyone who sees this mishmash,rather pity anyone sees mishmash,sst
Poetry in motion captured on film .,0.0,poetry in motion captured on film,poetry motion captured film,sst
"It 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",1.0,it s often infuriatingly glib and posturing and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer,often infuriatingly glib posturing yet made great evident care manages deliver man way arouse curiosity even unknowing viewer,sst
Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .,1.0,both a grand tour through hundred years of russian cultural identity and a stunning technical achievement,grand tour hundred years russian cultural identity stunning technical achievement,sst
"At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .",2.0,at the onehour mark herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion,onehour mark herzog simply runs ideas pace turns positively leaden movie sputters inevitable tragic conclusion,sst
A gem of a movie .,1.0,a gem of a movie,gem movie,sst
The film makes a fatal mistake : It asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,1.0,the film makes a fatal mistake it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life,film makes fatal mistake asks us care young man whose apparent virtue quite unpleasant people life,sst
"Too leisurely paced and visually drab for its own good , it succeeds in being only sporadically amusing .",2.0,too leisurely paced and visually drab for its own good it succeeds in being only sporadically amusing,leisurely paced visually drab good succeeds sporadically amusing,sst
Tsai Ming-liang 's ghosts are painfully aware of their not-being .,2.0,tsai mingliang s ghosts are painfully aware of their notbeing,tsai mingliang ghosts painfully aware notbeing,sst
... a roller-coaster ride of a movie,0.0,a rollercoaster ride of a movie,rollercoaster ride movie,sst
One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .,2.0,one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie,one important exhilarating forms animated filmmaking since old walt doodled steamboat willie,sst
"A lackluster , unessential sequel to the classic Disney adaptation of J.M. Barrie 's Peter Pan .",2.0,a lackluster unessential sequel to the classic disney adaptation of jm barrie s peter pan,lackluster unessential sequel classic disney adaptation jm barrie peter pan,sst
a screenplay more ingeniously constructed than `` Memento '',0.0,a screenplay more ingeniously constructed than memento,screenplay ingeniously constructed memento,sst
A moving and stark reminder that the casualties of war reach much further than we imagine .,1.0,a moving and stark reminder that the casualties of war reach much further than we imagine,moving stark reminder casualties war reach much imagine,sst
Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,0.0,bolstered by exceptional performances and a cleareyed take on the economics of dealing and the pathology of ghetto fabulousness,bolstered exceptional performances cleareyed take economics dealing pathology ghetto fabulousness,sst
"Seen in that light , Moonlight Mile should strike a nerve in many .",1.0,seen in that light moonlight mile should strike a nerve in many,seen light moonlight mile strike nerve many,sst
Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,2.0,then you d do well to check this one out because it s straight up twin peaks action,well check one straight twin peaks action,sst
The uneven movie does have its charms and its funny moments but not quite enough of them .,1.0,the uneven movie does have its charms and its funny moments but not quite enough of them,uneven movie charms funny moments quite enough,sst
This 90-minute dud could pass for Mike Tyson 's E !,1.0,this minute dud could pass for mike tyson s e,minute dud could pass mike tyson e,sst
"As Antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .",1.0,as antonia is assimilated into this newfangled community the film settles in and becomes compulsively watchable in a guiltypleasure daytimedrama sort of fashion,antonia assimilated newfangled community film settles becomes compulsively watchable guiltypleasure daytimedrama sort fashion,sst
The umpteenth summer skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .,1.0,the umpteenth summer skinny dip in jerry bruckheimer s putrid pond of retread action twaddle,umpteenth summer skinny dip jerry bruckheimer putrid pond retread action twaddle,sst
"Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic .",1.0,franco is an excellent choice for the walledoff but combustible hustler but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic,franco excellent choice walledoff combustible hustler give transcendent performance sonny needs overcome gaps character development story logic,sst
"The film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",1.0,the film never gets over its own investment in conventional arrangements in terms of love age gender race and class,film never gets investment conventional arrangements terms love age gender race class,sst
... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .,2.0,del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy,del toro maintains dark mood makes film seem like something endure instead enjoy,sst
Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,2.0,mindless yet impressively lean spinoff of last summer s bloated effects fest the mummy returns,mindless yet impressively lean spinoff last summer bloated effects fest mummy returns,sst
The best movie of its kind since ` Brazil . ',1.0,the best movie of its kind since brazil,best movie kind since brazil,sst
"If you 're looking for a story , do n't bother .",0.0,if you re looking for a story do nt bother,looking story nt bother,sst
Reggio and Glass put on an intoxicating show .,1.0,reggio and glass put on an intoxicating show,reggio glass put intoxicating show,sst
"As immaculate as Stuart Little 2 is , it could be a lot better if it were , well , more adventurous .",1.0,as immaculate as stuart little is it could be a lot better if it were well more adventurous,immaculate stuart little could lot better well adventurous,sst
Low rent from frame one .,1.0,low rent from frame one,low rent frame one,sst
"The people in ABC Africa are treated as docile , mostly wordless ethnographic extras .",1.0,the people in abc africa are treated as docile mostly wordless ethnographic extras,people abc africa treated docile mostly wordless ethnographic extras,sst
Becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .,1.0,becomes a bit of a mishmash a tearjerker that does nt and a thriller that wo nt,becomes bit mishmash tearjerker nt thriller wo nt,sst
"Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",1.0,like rudy yellow lodge eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider,like rudy yellow lodge eyre needs take good sweat clarify cinematic vision next creation remember lessons trickster spider,sst
Wait for it to hit cable .,0.0,wait for it to hit cable,wait hit cable,sst
"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",0.0,the story is inspiring ironic and revelatory of just how ridiculous and moneyoriented the record industry really is,story inspiring ironic revelatory ridiculous moneyoriented record industry really,sst
"It 's all pretty cynical and condescending , too .",0.0,it s all pretty cynical and condescending too,pretty cynical condescending,sst
"The movie wavers between Hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .",1.0,the movie wavers between hallmark card sentimentality and goofy lifeaffirming moments straight out of a cellular phone commercial,movie wavers hallmark card sentimentality goofy lifeaffirming moments straight cellular phone commercial,sst
"Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .",1.0,once the expectation of laughter has been quashed by whatever obscenity is at hand even the funniest idea is nt funny,expectation laughter quashed whatever obscenity hand even funniest idea nt funny,sst
"But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",2.0,but this new jangle of noise mayhem and stupidity must be a serious contender for the title,new jangle noise mayhem stupidity must serious contender title,sst
"If Myers decides to make another Austin Powers movie , maybe he should just stick with Austin and Dr Evil .",0.0,if myers decides to make another austin powers movie maybe he should just stick with austin and dr evil,myers decides make another austin powers movie maybe stick austin dr evil,sst
A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,1.0,a rumor of angels does nt just slip it avalanches into forced fuzziness,rumor angels nt slip avalanches forced fuzziness,sst
"Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .",2.0,those who love cinema paradiso will find the new scenes interesting but few will find the movie improved,love cinema paradiso find new scenes interesting find movie improved,sst
An awful snooze .,1.0,an awful snooze,awful snooze,sst
"With a `` Spy Kids '' sequel opening next week , why bother with a contemptible imitator starring a `` SNL '' has-been acting like an 8-year-old channeling Roberto Benigni ?",1.0,with a spy kids sequel opening next week why bother with a contemptible imitator starring a snl hasbeen acting like an yearold channeling roberto benigni,spy kids sequel opening next week bother contemptible imitator starring snl hasbeen acting like yearold channeling roberto benigni,sst
"Whenever you think you 've figured out Late Marriage , it throws you for a loop .",0.0,whenever you think you ve figured out late marriage it throws you for a loop,whenever think figured late marriage throws loop,sst
Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .,1.0,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands,suffers lack clarity audacity subject monstrous pathetic dahmer demands,sst
Both lead performances are Oscar-size .,0.0,both lead performances are oscarsize,lead performances oscarsize,sst
"Jeong-Hyang Lee 's film is deceptively simple , deeply satisfying .",1.0,jeonghyang lee s film is deceptively simple deeply satisfying,jeonghyang lee film deceptively simple deeply satisfying,sst
Unfortunately the story and the actors are served with a hack script .,1.0,unfortunately the story and the actors are served with a hack script,unfortunately story actors served hack script,sst
An escapist confection that 's pure entertainment .,1.0,an escapist confection that s pure entertainment,escapist confection pure entertainment,sst
"Lan Yu is certainly a serviceable melodrama , but it does n't even try for the greatness that Happy Together shoots for -LRB- and misses -RRB- .",1.0,lan yu is certainly a serviceable melodrama but it does nt even try for the greatness that happy together shoots for lrb and misses rrb,lan yu certainly serviceable melodrama nt even try greatness happy together shoots lrb misses rrb,sst
Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .,1.0,seagal is painfully foolish in trying to hold onto what s left of his passe chopsocky glory,seagal painfully foolish trying hold onto left passe chopsocky glory,sst
A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .,1.0,a plodding teen remake that s so mechanical you can smell the grease on the plot twists,plodding teen remake mechanical smell grease plot twists,sst
It may not be `` Last Tango in Paris '' but ...,1.0,it may not be last tango in paris but,may last tango paris,sst
"Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .",2.0,muccino seems to be exploring the idea of why human beings long for what they do nt have and how this gets us in trouble,muccino seems exploring idea human beings long nt gets us trouble,sst
"A fresh , entertaining comedy that looks at relationships minus traditional gender roles .",2.0,a fresh entertaining comedy that looks at relationships minus traditional gender roles,fresh entertaining comedy looks relationships minus traditional gender roles,sst
It all drags on so interminably it 's like watching a miserable relationship unfold in real time .,0.0,it all drags on so interminably it s like watching a miserable relationship unfold in real time,drags interminably like watching miserable relationship unfold real time,sst
"Essentially , the film is weak on detail and strong on personality",0.0,essentially the film is weak on detail and strong on personality,essentially film weak detail strong personality,sst
An intelligent romantic thriller of a very old-school kind of quality .,2.0,an intelligent romantic thriller of a very oldschool kind of quality,intelligent romantic thriller oldschool kind quality,sst
"Filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",0.0,filled with lowbrow humor gratuitous violence and a disturbing disregard for life,filled lowbrow humor gratuitous violence disturbing disregard life,sst
A non-mystery mystery .,0.0,a nonmystery mystery,nonmystery mystery,sst
